Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
名詞＋が＋動詞受身形,表示「自然期待／不由得期待」。<br><br>🧠 文法解析：<br><ul><li><div><b> あなたからの お 手紙[てがみ]が</b></div><ul><li><div><b> 手紙[てがみ]</b>：名詞，「信」。</div></li><li><div><b>お</b>：美化語。</div></li></ul></li><li><div><b> 何[なに]よりも</b></div><ul><li><div><b> 何[なに]よりも</b>：副詞，「比什麼都...、最...」。</div></li></ul></li><li><div><b> 待[ま]たれます。</b></div><ul><li><div><b> 待[ま]つ</b>：等待。</div></li><li><div><b> 待[ま]たれる</b>：自發受身（不由得想等）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  待[ま]つ」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 待[ま]つ</td><td>等待</td></tr><tr><td>否定</td><td> 待[ま]たない</td><td>不等待</td></tr><tr><td>過去</td><td> 待[ま]った</td><td>等待了</td></tr><tr><td>過去否定</td><td> 待[ま]たなかった</td><td>沒等待過</td></tr><tr><td>て形</td><td> 待[ま]って</td><td>等待（後）</td></tr><tr><td><b>受身形</b></td><td><b> 待[ま]たれる</b></td><td><b>不由得期待</b></td></tr></tbody></table>,あなたからの お 手紙[てがみ]が 何[なに]よりも 待[ま]たれます。,最期待你寄來的信。<br><br>🧾 單字速記：<br><ul><li><b> 手紙[てがみ]</b>：信</li><li><b> 待[ま]たれます</b>：不由得期待</li></ul>,「待たれる」＝「不由得想等、盼望」，屬自發用法。<br><br>📝 語感補充：<br><ul><li><b>迫切的期盼</b>：使用自發受身形能表達出一種情感上的「溢於言表」，彷彿期待感是自己湧現出來的，非常有禮貌且富有情感。</li><li><b>使用場景</b>：信件往來、公眾號召、對好消息的期盼。</li></ul>,❌ 搭配錯：「待っています」變成主動行為，語氣不同。入款
名詞＋が＋動詞受身形,表示「自然感到擔心／令人擔心」。<br><br>🧠 文法解析：<br><ul><li><div><b> 子[こ]どもの ことが</b></div><ul><li><div><b> 子[こ]ども</b>：小孩。</div></li></ul></li><li><div><b> 心配[しんぱい] されます。</b></div><ul><li><div><b> 心配[しんぱい] する</b>：擔心。</div></li><li><div><b> 心配[しんぱい] される</b>：自發受身。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  心配[しんぱい]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 心配[しんぱい]する</td><td>擔心</td></tr><tr><td>否定</td><td> 心配[しんぱい]しない</td><td>不擔心</td></tr><tr><td>過去</td><td> 心配[しんぱい]した</td><td>擔心了</td></tr><tr><td>過去否定</td><td> 心配[しんぱい]しなかった</td><td>沒擔心過</td></tr><tr><td>て形</td><td> 心配[しんぱい]して</td><td>擔心（後）</td></tr><tr><td><b>受身形</b></td><td><b> 心配[しんぱい]される</b></td><td><b>令人擔心</b></td></tr></tbody></table>,子[こ]どもの ことが 心配[しんぱい]されます。,很擔心孩子。<br><br>🧾 單字速記：<br><ul><li><b> 心配[しんぱい] されます</b>：令人擔心、不由得擔心</li></ul>,「心配される」表示自然地感到憂慮；無明確主體。<br><br>📝 語感補充：<br><ul><li><b>客觀的憂慮感</b>：相對於「心配します」（我主動去擔心），「心配されます」更強調一種環境或狀況本身散發出的「讓人不得不擔心」的氛圍。</li><li><b>使用場景</b>：新聞評論、家長間的對話、對不穩定局勢的分析。</li></ul>,❌ 用法錯：「心配します」指主動去擔心他人。
動詞ない形＋で＋おく,表示「暫時不做某事、保留現狀」，語氣為有意地不去做。<br><br>🧠 文法解析：<br><ul><li><div><b> 電話[でんわ]を</b></div><ul><li><div><b> 電話[でんわ]</b>：名詞。</div></li></ul></li><li><div><b> 切[き]らないで おいてね。</b></div><ul><li><div><b> 切[き]る</b>：動詞，「切斷、掛斷（電話）」。</div></li><li><div><b>ないで</b>：否定中斷。</div></li><li><div><b> おく</b>：動詞，「預先、保持」。</div></li><li><div><b>ね</b>：語尾助詞，表示請求確認或溫柔提醒。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  切[き]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 切[き]る</td><td>掛斷</td></tr><tr><td>否定</td><td> 切[き]らない</td><td>不掛斷</td></tr><tr><td>過去</td><td> 切[き]った</td><td>掛斷了</td></tr><tr><td>過去否定</td><td> 切[き]らなかった</td><td>沒掛斷過</td></tr><tr><td>て形</td><td> 切[き]って</td><td>掛斷（後）</td></tr><tr><td><b>否定中斷形</b></td><td><b> 切[き]らないで</b></td><td><b>不掛斷</b></td></tr></tbody></table>,電話[でんわ]を 切[き]らないで おいてね。,電話先不要掛斷。<br><br>🧾 單字速記：<br><ul><li><b> 電話[でんわ]を 切[き]る</b>：掛斷電話</li><li><b> おく</b>：預先、保持某狀態</li></ul>,「〜ないでおく」＝「保持不做～的狀態」，帶有事前保留或暫緩之意。<br><br>📝 語感補充：<br><ul><li><b>現狀的維持</b>：強調說話者主觀決定「不改變目前的狀態」。這是在後續還有其他動作需要銜接時常用的表現。</li><li><b>使用場景</b>：通話中請對方稍等、保持現場原樣、延後處理某事。</li></ul>,❌ 混用：「切らなくていい」表示不必要，「切らないでおく」是主動選擇不做。
動詞ない形＋で＋おく,表示「暫時不說、不透露」的決定。<br><br>🧠 文法解析：<br><ul><li><div><b> 這個 ことは、</b></div><ul><li><div><b> こと</b>：事情。</div></li></ul></li><li><div><b> 母[はは]に</b></div><ul><li><div><b> 母[はは]</b>：母親。</div></li></ul></li><li><div><b> 言[い]わないで おこう。</b></div><ul><li><div><b> 言[い]う</b>：說。</div></li><li><div><b> おこう</b>：おく的意向形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  言[い]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 言[い]う</td><td>說</td></tr><tr><td>否定</td><td> 言[い]わない</td><td>不說</td></tr><tr><td>過去</td><td> 言[い]った</td><td>說了</td></tr><tr><td>過去否定</td><td> 言[い]わなかった</td><td>沒說過</td></tr><tr><td>て形</td><td> 言[い]って</td><td>說（後）</td></tr><tr><td><b>意向形</b></td><td><b> おこう</b></td><td><b>決定保持（說）的狀態</b></td></tr></tbody></table>,このことは、 母[はは]に 言[い]わないで おこう。,這件事情先不要跟媽媽說吧。<br><br>🧾 單字速記：<br><ul><li><b> 言[い]わないで おく</b>：決定不說</li></ul>,「〜ないでおこう」＝「我決定不～」，常用於自我決定語氣。<br><br>📝 語感補充：<br><ul><li><b>自我的決策</b>：表達出一種經過考慮後，決定暫時封鎖訊息或保持沈默的意志。</li><li><b>使用場景</b>：秘密計畫的商量、為了驚喜而隱瞞、避免不必要的麻煩。</li></ul>,❌ 用法錯：「言わないようにする」偏向行為習慣，語感不同。
動詞ない形＋で＋おく,表示「維持某狀態不變」。<br><br>🧠 文法解析：<br><ul><li><div><b> 電気[でんき]は</b></div><ul><li><div><b> 電気[でんき]</b>：電燈。</div></li></ul></li><li><div><b> 消[け]さないで おきましょう。</b></div><ul><li><div><b> 消[け]す</b>：動詞，「關（燈、火）」。</div></li><li><div><b> おきましょう</b>：おく的勸誘形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  消[け]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 消[け]す</td><td>關</td></tr><tr><td>否定</td><td> 消[け]さない</td><td>不關</td></tr><tr><td>過去</td><td> 消[け]した</td><td>關了</td></tr><tr><td>過去否定</td><td> 消[け]さなかった</td><td>沒關過</td></tr><tr><td>て形</td><td> 消[け]して</td><td>關（後）</td></tr><tr><td><b>否定中斷形</b></td><td><b> 消[け]さないで</b></td><td><b>不關</b></td></tr></tbody></table>,電気[でんき]は 消[け]さないで おきましょう。,電燈先不要關掉吧。<br><br>🧾 單字速記：<br><ul><li><b> 消[け]さないで おく</b>：決定不關</li></ul>,「〜ないでおきましょう」＝「讓它保持原樣不變」。<br><br>📝 語感補充：<br><ul><li><b>共同的保留決定</b>：提議大家一起維持現有的狀態，通常是因為後續還需要使用該資源（如燈光、冷氣）。</li><li><b>使用場景</b>：辦公室下班前的討論、家務分工。</li></ul>,❌ 搭配錯：「消さないようにする」強調避免錯誤，不等於暫不動。
動詞ない形＋で＋おく＋ください,表示禮貌請求「請先不要～」。<br><br>🧠 文法解析：<br><ul><li><div><b> 秘密[ひみつ] ですから、</b></div><ul><li><div><b> 秘密[ひみつ]</b>：名詞。</div></li><li><div><b> ですから</b>：因為。</div></li></ul></li><li><div><b> ほかの 人[ひと]に</b></div><ul><li><div><b> ほかの</b>：其他的。</div></li><li><div><b> 人[ひと]</b>：人。</div></li></ul></li><li><div><b> 言[い]わないで おいてください。</b></div><ul><li><div><b> 言[い]う</b>：動詞，「說」。</div></li><li><div><b>ないで</b>：不要。</div></li><li><div><b> おいてください</b>：請保持（不說）的狀態。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  言[い]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 言[い]う</td><td>說</td></tr><tr><td>否定</td><td> 言[い]わない</td><td>不說</td></tr><tr><td>過去</td><td> 言[い]った</td><td>說了</td></tr><tr><td>過去否定</td><td> 言[い]わなかった</td><td>沒說過</td></tr><tr><td>て形</td><td> 言[い]って</td><td>說（後）</td></tr><tr><td><b>否定中斷形</b></td><td><b> 言[い]わないで</b></td><td><b>不說</b></td></tr></tbody></table>,秘密[ひみつ]ですから、 ほかの 人[ひと]に 言[い]わないで おいてください。,因為是秘密，請先不要告訴其他人。<br><br>🧾 單字速記：<br><ul><li><b> 秘密[ひみつ]</b>：秘密</li><li><b> 言[い]わないで おいてください</b>：請先不要說</li></ul>,「〜ないでおいてください」是敬語請求用法，語氣比「言わないで」更柔和。<br><br>📝 語感補充：<br><ul><li><b>事前防範與委託</b>：不僅是請求對方當下不要說，更含有一種「請維持這個不說的狀態直到未來某個時間點」的深意。</li><li><b>使用場景</b>：託付秘密、商務上的情報保密、驚喜計畫的準備。</li></ul>,❌ 用法錯：「言わないでください」雖正確，但語氣較強。入款
動詞ない形＋で＋おこう,表示「預先決定暫時不做」。<br><br>🧠 文法解析：<br><ul><li><div><b> この 部屋[へや]を 使[つか]うから、</b></div><ul><li><div><b> 部屋[へや]</b>：房間。</div></li><li><div><b> 使[つか]う</b>：動詞，「使用」。</div></li><li><div><b>から</b>：因為。</div></li></ul></li><li><div><b> まどを</b></div><ul><li><div><b> まど</b>：窗戶。</div></li></ul></li><li><div><b> 閉[し]めないで おこう。</b></div><ul><li><div><b> 閉[し]める</b>：動詞，「關閉」。</div></li><li><div><b>ないで</b>：不要。</div></li><li><div><b> おこう</b>：決定保持（不關）的狀態。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  閉[し]める」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 閉[し]める</td><td>關</td></tr><tr><td>否定</td><td> 閉[し]めない</td><td>不關</td></tr><tr><td>過去</td><td> 閉[し]めた</td><td>關了</td></tr><tr><td>過去否定</td><td> 閉[し]めなかった</td><td>沒關過</td></tr><tr><td>て形</td><td> 閉[し]めて</td><td>關（後）</td></tr><tr><td><b>意向形</b></td><td><b> おこう</b></td><td><b>決定保持（開）的狀態</b></td></tr></tbody></table>,この 部屋[へや]を 使[つか]うから、 まどを 閉[し]めないで おこう。,這個房間還要用，窗戶先不要關起來。<br><br>🧾 單字速記：<br><ul><li><b> まど</b>：窗戶</li><li><b> 閉[し]めないで おこう</b>：決定先不關</li></ul>,常見於表「暫時維持原狀」的情境。<br><br>📝 語感補充：<br><ul><li><b>實用性的保留</b>：強調目前的「不做」是為了後續行為的便利。帶有一種務實的判斷。</li><li><b>使用場景</b>：準備工作、環境整理、行程間隙的安排。</li></ul>,❌ 語氣錯：「閉めなくていい」只是免做義務，非自發決定。
動詞ない形＋で＋おく＋ください,表示「請不要放、請不要動」。<br><br>🧠 文法解析：<br><ul><li><div><b> その 荷物[にもつ]は</b></div><ul><li><div><b> 荷物[にもつ]</b>：名詞，「行李、貨物」。</div></li></ul></li><li><div><b> そこに</b></div><ul><li><div><b> そこ</b>：在那裡。</div></li></ul></li><li><div><b> 置[お]かないで おいてください。</b></div><ul><li><div><b> 置[お]く</b>：動詞，「放置」。</div></li><li><div><b>ないで</b>：不要。</div></li><li><div><b> おいてください</b>：請保持（不放）的狀態。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  置[お]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 置[お]く</td><td>放</td></tr><tr><td>否定</td><td> 置[お]かない</td><td>不放</td></tr><tr><td>過去</td><td> 置[お]いた</td><td>放了</td></tr><tr><td>過去否定</td><td> 置[お]かなかった</td><td>沒放過</td></tr><tr><td>て形</td><td> 置[お]いて</td><td>放（後）</td></tr><tr><td><b>否定中斷形</b></td><td><b> 置[お]かないで</b></td><td><b>不放</b></td></tr></tbody></table>,その 荷物[にもつ]は そこに 置[お]かないで おいてください。,那個行李請不要放在那裡。<br><br>🧾 單字速記：<br><ul><li><b> 荷物[にもつ]</b>：行李</li><li><b> 置[お]かないで おいてください</b>：請先不要放</li></ul>,「〜ないでおいてください」語氣柔和，表明暫不動作。<br><br>📝 語感補充：<br><ul><li><b>空間的保留</b>：不僅是禁止放置，更有可能是在暗示「那個地方另有用途，請暫時維持淨空」。</li><li><b>使用場景</b>：搬家整理、倉庫管理、活動場地佈置。</li></ul>,❌ 用法錯：「置かないでください」語氣較命令，偏強硬。
動詞て形＋ごらん,表示「試著～看看」，語氣柔和但有上對下、勸誘語氣。<br><br>🧠 文法解析：<br><ul><li><div><b> あそこを</b></div><ul><li><div><b> あそこ</b>：那裡。</div></li></ul></li><li><div><b> 見[み]て ごらん。</b></div><ul><li><div><b> 見[み]る</b>：動詞，「看」。</div></li><li><div><b> 見[み]て</b>：て形。</div></li><li><div><b> ごらん</b>：表示「試著...看看」（通常由長輩對晚輩使用）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  見[み]る」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 見[み]る</td><td>看</td></tr><tr><td>否定</td><td> 見[み]ない</td><td>不看</td></tr><tr><td>過去</td><td> 見[み]た</td><td>看了</td></tr><tr><td>過去否定</td><td> 見[み]なかった</td><td>沒看過</td></tr><tr><td><b>て形</b></td><td><b> 見[み]て</b></td><td><b>看（後） (本句使用 見てごらん)</b></td></tr><tr><td>意向形</td><td> 見[み]よう</td><td>看吧</td></tr></tbody></table>,あそこを 見[み]て ごらん。,看一下那邊！<br><br>🧾 單字速記：<br><ul><li><b> 見[み]て ごらん</b>：看一下</li></ul>,「〜てごらん」＝「試著〜看看」，多由長輩、上司、教師對晚輩使用。<br><br>📝 語感補充：<br><ul><li><b>長輩的慈愛引導</b>：這是一種帶有「慈祥、鼓勵、親切」語氣的命令，比起單純的命令形，更能引導對方去發現或嘗試。</li><li><b>使用場景</b>：父母對孩子、老師對幼童、資深前輩對新進人員。</li></ul>,❌ 語氣錯：「見てみて」是平輩語；「見てごらん」較有權威語氣。
動詞て形＋ごらん,表示「請嘗試做～」，用於鼓勵對方。<br><br>🧠 文法解析：<br><ul><li><div><b> もう一度[いちど]</b></div><ul><li><div><b> 一度[いちど]</b>：一次。</div></li></ul></li><li><div><b> 言[い]って ごらん。</b></div><ul><li><div><b> 言[い]う</b>：說。</div></li><li><div><b> 言[い]って</b>：て形。</div></li><li><div><b> ごらん</b>：試著。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  言[い]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 言[い]う</td><td>說</td></tr><tr><td>否定</td><td> 言[い]わない</td><td>不說</td></tr><tr><td>過去</td><td> 言[い]った</td><td>說了</td></tr><tr><td>過去否定</td><td> 言[い]わなかった</td><td>沒說過</td></tr><tr><td><b>て形</b></td><td><b> 言[い]って</b></td><td><b>說（後） (本句使用 言ってごらん)</b></td></tr><tr><td>意向形</td><td> 言[い]おう</td><td>說吧</td></tr></tbody></table>,もう一度[いちど] 言[い]って ごらん。,再說一次試試看。<br><br>🧾 單字速記：<br><ul><li><b> 言[い]って ごらん</b>：試著說說看</li></ul>,含「練習或鼓勵」語感，常用於老師對學生或父母對孩子。<br><br>📝 語感補充：<br><ul><li><b>耐心的鼓勵</b>：當對方第一次沒做對，或是表現得畏縮時，用「ごらん」能傳遞出一種「沒關係，再試一次，我在看著你」的耐心與關懷。</li><li><b>使用場景</b>：語言練習、修正錯誤、鼓勵孩子開口。</li></ul>,❌ 搭配錯：「言ってください」為正式請求，語感不同。
動詞て形＋ごらん,表示「試試看」，語氣輕鬆。<br><br>🧠 文法解析：<br><ul><li><div><b> これ、</b></div><ul><li><div><b> これ</b>：這個。</div></li></ul></li><li><div><b> 食[た]べて ごらん。</b></div><ul><li><div><b> 食[た]べる</b>：動詞，「吃」。</div></li><li><div><b> 食[た]べて</b>：て形。</div></li><li><div><b> ごらん</b>：試著...看看。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  食[た]べる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 食[た]べる</td><td>吃</td></tr><tr><td>否定</td><td> 食[た]べない</td><td>不吃</td></tr><tr><td>過去</td><td> 食[た]べた</td><td>吃了</td></tr><tr><td>過去否定</td><td> 食[た]べなかった</td><td>沒吃過</td></tr><tr><td><b>て形</b></td><td><b> 食[た]べて</b></td><td><b>吃（後） (本句使用 食べてごらん)</b></td></tr><tr><td>意向形</td><td> 食[た]べよう</td><td>吃吧</td></tr></tbody></table>,これ、 食[た]べて ごらん。,這個，吃吃看吧。<br><br>🧾 單字速記：<br><ul><li><b> これ</b>：這個</li><li><b> 食[た]べて ごらん</b>：吃吃看吧</li></ul>,可用於推薦、招待等場合，語氣親切自然。<br><br>📝 語感補充：<br><ul><li><b>輕鬆的推薦</b>：在非正式場合招待客人時，這句話帶有一種主人家的熱情與對自己食物的信心。</li><li><b>使用場景</b>：家庭聚會、試吃攤位、朋友間分享零食。</li></ul>,❌ 語氣錯：「食べてみて」語氣平輩，不具鼓勵或指導意味。
動詞て形＋ごらん,表示「試著做～」的柔和勸誘。<br><br>🧠 文法解析：<br><ul><li><div><b> この りんごは</b></div><ul><li><div><b> この</b>：這個。</div></li><li><div><b> りんご</b>：蘋果。</div></li></ul></li><li><div><b> とても おいしいから、</b></div><ul><li><div><b> とても</b>：非常。</div></li><li><div><b> おいしい</b>：好吃。</div></li><li><div><b>から</b>：因為。</div></li></ul></li><li><div><b> 食[た]べて ごらん。</b></div><ul><li><div><b> 食[た]べる</b>：吃。</div></li><li><div><b> ごらん</b>：試著。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  食[た]べる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 食[た]べる</td><td>吃</td></tr><tr><td>否定</td><td> 食[た]べない</td><td>不吃</td></tr><tr><td>過去</td><td> 食[た]べた</td><td>吃了</td></tr><tr><td>過去否定</td><td> 食[た]べなかった</td><td>沒吃過</td></tr><tr><td><b>て形</b></td><td><b> 食[た]べて</b></td><td><b>吃（後） (本句使用 食べてごらん)</b></td></tr><tr><td>意向形</td><td> 食[た]べよう</td><td>吃吧</td></tr></tbody></table>,この りんごは とても おいしいから、 食[た]べて ごらん。,這蘋果非常好吃，吃吃看吧！<br><br>🧾 單字速記：<br><ul><li><b> りんご</b>：蘋果</li><li><b> おいしい</b>：好吃</li></ul>,「〜てごらん」常與肯定語氣共用，用於鼓勵。<br><br>📝 語感補充：<br><ul><li><b>理由說服與引導</b>：先給出一個正面的原因（好吃），再溫柔地引導對方行動（吃吃看），展現出一種長輩特有的關懷語氣。</li><li><b>使用場景</b>：長輩對晚輩、餐桌上的推薦、分享美食。</li></ul>,❌ 搭配錯：「食べなさい」太命令式，語氣不自然。
動詞て形＋ごらん,表示「試著詢問、行動」等。<br><br>🧠 文法解析：<br><ul><li><div><b> 田中君[たなかくん]が</b></div><ul><li><div><b> 田中君</b>：人名。</div></li></ul></li><li><div><b> 来[く]るか どうか</b></div><ul><li><div><b> 来[く]る</b>：來。</div></li><li><div><b>〜か どうか</b>：是否。</div></li></ul></li><li><div><b> 聞[き]いて ごらん。</b></div><ul><li><div><b> 聞[き]く</b>：動詞，「聽、問」。</div></li><li><div><b> 聞[き]いて</b>：て形。</div></li><li><div><b> ごらん</b>：試著。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  聞[き]く」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 聞[き]く</td><td>問、聽</td></tr><tr><td>否定</td><td> 聞[き]かない</td><td>不問</td></tr><tr><td>過去</td><td> 聞[き]いた</td><td>問了</td></tr><tr><td>過去否定</td><td> 聞[き]かなかった</td><td>沒問過</td></tr><tr><td><b>て形</b></td><td><b> 聞[き]いて</b></td><td><b>問（後） (本句使用 聞いてごらん)</b></td></tr><tr><td>意向形</td><td> 聞[き]こう</td><td>問吧</td></tr></tbody></table>,田中君[たなかくん]が 来[く]るかどうか 聞[き]いて ごらん。,問一下田中會不會來！<br><br>🧾 單字速記：<br><ul><li><b> 來[く]る</b>：來</li><li><b> 聞[き]いて ごらん</b>：試著問問看</li></ul>,「〜てごらん」可用於指導他人嘗試行動。<br><br>📝 語感補充：<br><ul><li><b>行動的指引</b>：當對方猶豫不決或不知道該怎麼辦時，長輩或前輩給出一個具體的行動建議，語氣溫和而不強迫。</li><li><b>使用場景</b>：指導練習、建議行動、日常溝通指引。</li></ul>,❌ 用法錯：「聞いてください」變成正式請求，語氣過重。
動詞て形＋ごらん,表示「試著一起做」，多用於鼓勵或提議。<br><br>🧠 文法解析：<br><ul><li><div><b> みんなで</b></div><ul><li><div><b> みんな</b>：大家。</div></li><li><div><b>で</b>：共同動作的主體範圍。</div></li></ul></li><li><div><b> 一緒[いっしょ]に</b></div><ul><li><div><b> 一緒[いっしょ]に</b>：副詞，「一起」。</div></li></ul></li><li><div><b> 作[つく]って ごらん。</b></div><ul><li><div><b> 作[つく]る</b>：動詞，「製作」。</div></li><li><div><b> 作[つく]って</b>：て形。</div></li><li><div><b> ごらん</b>：試著。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  作[つく]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 作[つく]る</td><td>製作</td></tr><tr><td>否定</td><td> 作[つく]らない</td><td>不製作</td></tr><tr><td>過去</td><td> 作[つく]った</td><td>製作了</td></tr><tr><td>過去否定</td><td> 作[つく]らなかった</td><td>沒製作過</td></tr><tr><td><b>て形</b></td><td><b> 作[つく]って</b></td><td><b>製作（後） (本句使用 作ってごらん)</b></td></tr><tr><td>意向形</td><td> 作[つく]ろう</td><td>製作吧</td></tr></tbody></table>,みんなで 一緒[いっしょ]に 作[つく]って ごらん。,大家一起做做看！<br><br>🧾 單字速記：<br><ul><li><b> 一緒[いっしょ]に</b>：一起</li><li><b> 作[つく]る</b>：製作</li></ul>,「〜てごらん」的語氣親切，常出現在對小孩或學生的鼓勵中。<br><br>📝 語感補充：<br><ul><li><b>集體活動的鼓勵</b>：強調參與感，並透過溫和的指令讓每個人都願意動手嘗試。</li><li><b>使用場景</b>：勞作課、烹飪教學、團體遊戲。</li></ul>,❌ 搭配錯：「作ってみよう」語氣改為自己主動，不是對他人。
動詞て形＋みせる,表示「做給對方看」「向對方展示動作或能力」，含強調意志或示範語氣。<br><br>🧠 文法解析：<br><ul><li><div><b> 僕[ぼく]が</b></div><ul><li><div><b> 僕[ぼく]</b>：我（男性）。</div></li></ul></li><li><div><b> やって みせる。</b></div><ul><li><div><b> やる</b>：做。</div></li><li><div><b> やって</b>：て形。</div></li><li><div><b> みせる</b>：給...看。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  やる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> やる</td><td>做</td></tr><tr><td>否定</td><td> やらない</td><td>不做</td></tr><tr><td>過去</td><td> やった</td><td>做了</td></tr><tr><td>過去否定</td><td> やらなかった</td><td>沒做過</td></tr><tr><td><b>て形</b></td><td><b> やって</b></td><td><b>做（後） (本句使用 やっでみせる)</b></td></tr><tr><td>意向形</td><td> やろう</td><td>做吧</td></tr></tbody></table>,僕[ぼく]が やって みせる。,我做給你看。<br><br>🧾 單字速記：<br><ul><li><b> やって みせる</b>：示範給你看</li></ul>,「〜てみせる」可表「示範動作」或「向他人證明能力」。<br><br>📝 語感補充：<br><ul><li><b>主動展示的決心</b>：不僅僅是「做」，更帶有一種「我要讓你看到我的實力/我能做到」的表演性或決心色彩。</li><li><b>使用場景</b>：技能示範、接受挑戰時的宣告、對晚輩的引導。</li></ul>,❌ 混用：「やってみる」只是試做；「やってみせる」是做給別人看。
動詞て形＋みせる,表示「做給別人看」，含有「展示」或「證明」的語感。<br><br>🧠 文法解析：<br><ul><li><div><b> 歌[うた]を</b></div><ul><li><div><b> 歌[うた]</b>：名詞，「歌」。</div></li></ul></li><li><div><b> 歌[うた]って</b></div><ul><li><div><b> 歌[うた]う</b>：動詞，「唱歌」。</div></li><li><div><b>て形</b>：歌って。</div></li></ul></li><li><div><b> みせよう。</b></div><ul><li><div><b> みせる</b>：給...看。</div></li><li><div><b>意向形</b>：みせよう。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  歌[うた]う」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 歌[うた]う</td><td>唱</td></tr><tr><td>否定</td><td> 歌[うた]わない</td><td>不唱</td></tr><tr><td>過去</td><td> 歌[うた]った</td><td>唱了</td></tr><tr><td>過去否定</td><td> 歌[うた]わなかった</td><td>沒唱過</td></tr><tr><td>て形</td><td> 歌[うた]って</td><td>唱（後）</td></tr><tr><td><b>意向形</b></td><td><b> 歌[うた]おう</b></td><td><b>唱吧 (本句使用 みせよう 表示主動提議展示)</b></td></tr></tbody></table>,歌[うた]を 歌[うた]って みせよう。,唱給你聽吧！<br><br>🧾 單字速記：<br><ul><li><b> 歌[うた]を 歌[うた]う</b>：唱歌</li><li><b> みせよう</b>：展示吧、做給你看吧</li></ul>,「〜てみせよう」是意向形，語氣輕鬆、提議式。<br><br>📝 語感補充：<br><ul><li><b>自信的提議</b>：這不僅是提議一起做某事，更多了一層「讓我來大顯身手給你看看」的自信與服務精神。</li><li><b>使用場景</b>：才藝表演前的提議、朋友間的自薦、分享愛好。</li></ul>,❌ 搭配錯：「歌ってください」是請求語氣，非展示。
