Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
できる＋だけ,表示「儘可能地、盡量～」，用於強調努力或條件極限。<br><br>🧠 文法解析：<br><ul><li><div><b>明日[あした]</b>：明天。</div></li><li><div><b>できるだけ早[はや]く</b></div><ul><li><div><b>できるだけ</b>：盡可能地。</div></li><li><div><b>早く</b>：副詞，「早地」。</div></li></ul></li><li><div><b>来[き]てください。</b></div><ul><li><div><b>来てください</b>：動詞「来る」的て形 + ください，表示禮貌的請求。</div></li></ul></li></ul>,明日[あした]できるだけ早[はや]く 来[き]てください。,明天請儘量早一點來。<br><br>🧾 單字速記：<br><ul><li><b>明日[あした]</b>：明天</li><li><b>できるだけ</b>：盡可能地</li><li><b>早[はや]く</b>：早地</li><li><b>来[き]てください</b>：請來</li></ul>,「できるだけ」＝「盡可能地」，常搭配副詞使用，如「できるだけ早く／静かに／頑張って」。<br><br>📝 語感補充：<br><ul><li><b>強烈的期望</b>：「できるだけ」表達了說話者強烈的期望，希望對方在客觀條件允許的範圍內，最大限度地努力達成目標。</li><li><b>與「なるべく」的比較</b>：「なるべく」也表示「盡量」，但語氣比「できるだけ」更委婉、更口語化，帶有「如果可以的話...」的感覺，給對方的壓力較小。</li></ul>,❌ 意義混淆：× なるべく早く（近義但語感略不同：更口語）❌ 拼寫錯誤：× 出来るだけ（正式書寫為「できるだけ」）
動詞原形＋だけ,表示「有多少就～多少」，含「全部～」之意。<br><br>🧠 文法解析：<br><ul><li><div><b>あの人は</b>：那個人。</div></li><li><div><b>お金[かね]が あるときには、</b>：在有錢的時候。</div></li><li><div><b>あるだけ</b></div><ul><li><div><b>ある</b>：動詞「ある」的原形，「有」。</div></li><li><div><b>だけ</b>：表示限度，「有多少就...」。</div></li></ul></li><li><div><b>使[つか]ってしまう。</b></div><ul><li><div><b>使ってしまう</b>：動詞「使う」的て形 + しまう，表示「全部用完」的徹底感，或帶有可惜、後悔的語氣。</div></li></ul></li></ul>,あの人は お金[かね]が あるときには、あるだけ 使[つか]ってしまう。,那個人一有錢就全花光。<br><br>🧾 單字速記：<br><ul><li><b>あの人[ひと]</b>：那個人</li><li><b>お金[かね]</b>：錢</li><li><b>あるだけ</b>：有多少就...</li><li><b>使[つか]ってしまう</b>：全部用完</li></ul>,「あるだけ」＝「有多少就～多少」，語感中帶有「不節制地全部使用」。<br><br>📝 語感補充：<br><ul><li><b>「〜だけ」的用法</b>：接在動詞原形後，表示「把...範圍內的所有都...」。這裡的「あるだけ」就是指「把有的錢全部」。</li><li><b>「〜てしまう」的語氣</b>：在這裡，「〜てしまう」強調了「全部花光、一點不剩」的徹底性，同時也可能帶有說話者對這種行為的無奈或批評的語氣。</li></ul>,❌ 用法誤解：× 全部使う（僅表示「全部用完」，缺語感）❌ 結構錯誤：× あるまで使う（語義不通）
お＋形容詞＋な＋だけ,表示禮貌邀請的「請隨意～」「請儘量～」，多用於服務業。<br><br>🧠 文法解析：<br><ul><li><div><b>どうぞ</b>：請。</div></li><li><div><b>お好[す]きなだけ</b></div><ul><li><div><b>お好きな</b>：「お」是美化語，表示尊敬。「好きな」是「喜歡的」。</div></li><li><div><b>だけ</b>：表示限度，「盡情地」。</div></li></ul></li><li><div><b>召[め]し上[あ]がってください。</b></div><ul><li><div><b>召し上がる</b>：「食べる」的尊敬語。</div></li><li><div><b>てください</b>：禮貌的請求。</div></li></ul></li></ul>,どうぞ お好[す]きなだけ 召[め]し上[あ]がってください。,請儘量享用。<br><br>🧾 單字速記：<br><ul><li><b>どうぞ</b>：請</li><li><b>お好[す]きなだけ</b>：請隨意</li><li><b>召[め]し上[あ]がる</b>：吃（尊敬語）</li></ul>,「お好[す]きなだけ」＝「請儘量～」，是餐廳、旅館常見的敬語表現。<br><br>📝 語感補充：<br><ul><li><b>尊敬語的運用</b>：這個句子使用了「お〜」、「召し上がる」、「〜てください」等多重敬語，是對客人表達最高敬意的方式，非常禮貌、周到。</li><li><b>使用場合</b>：在服務業中，對待客人時必須使用的標準用語。在日常生活中，對長輩或上司也可以使用，以示尊敬。</li></ul>,❌ 禮貌層級錯誤：× 好きなだけ食べて（普通語氣，不適用於顧客）❌ 語法誤：× お好きだけ（缺「な」）
動詞原形＋だけ＋動詞てみる,表示「姑且～看看」「先試著～」，帶試探或保留語氣。<br><br>🧠 文法解析：<br><ul><li><div><b>この 店[みせ]に あるかどうか、</b>：這家店有沒有...。</div></li><li><div><b>見[み]るだけ 見[み]てみましょう。</b></div><ul><li><div><b>見るだけ見てみる</b>：動詞原形 + だけ + 同動詞てみる，表示「總之先試著看看」。</div></li><li><div><b>ましょう</b>：表示提議，「...吧」。</div></li></ul></li></ul>,この 店[みせ]に あるかどうか、見[み]るだけ 見[み]てみましょう。,先看看這家店有沒有吧。<br><br>🧾 單字速記：<br><ul><li><b>店[みせ]</b>：店</li><li><b>あるかどうか</b>：有沒有</li><li><b>見るだけ見てみる</b>：姑且看看</li></ul>,「見るだけ見てみる」＝「姑且看看」，語感為「試試看，不抱期待」。<br><br>📝 語感補充：<br><ul><li><b>不確定但試一試</b>：這個句型用來表達「雖然不確定結果會如何，但還是先試著做做看」的心情。帶有一種「不試白不試」的感覺。</li><li><b>常見組合</b>：「やるだけやってみる」（總之先做做看）、「聞くだけ聞いてみる」（總之先問問看）。</li></ul>,❌ 結構錯誤：× 見るだけ見ます（語氣太直接）❌ 語氣不符：× 見ます（少了「試探性」）
動詞ば形＋動詞原形＋ほど,表示「越～越～」，用於動詞，前後動詞一致，表程度隨行為增強。<br><br>🧠 文法解析：<br><ul><li><div><b>この 小説[しょうせつ]は</b>：這本小說。</div></li><li><div><b>読[よ]めば 読[よ]むほど</b></div><ul><li><div><b>読めば</b>：動詞「読む」的假定形。</div></li><li><div><b>読むほど</b>：動詞「読む」的原形 + ほど，表示「越...」。</div></li></ul></li><li><div><b>おもしろいです。</b>：很有趣。</div></li></ul>,この 小説[しょうせつ]は 読[よ]めば 読[よ]むほど おもしろいです。,這本小說越讀越有趣。<br><br>🧾 單字速記：<br><ul><li><b>小説[しょうせつ]</b>：小說</li><li><b>読[よ]む</b>：閱讀</li><li><b>〜ば〜ほど</b>：越...越...</li><li><b>おもしろい</b>：有趣的</li></ul>,「読[よ]む」→「読[よ]めば」（假定形）。語感：隨著閱讀次數增加，興趣也增加。<br><br>📝 語感補充：<br><ul><li><b>經典句型</b>：「〜ば〜ほど」是表達「越...越...」最經典的句型。前面的動詞用假定形，後面的動詞用原形，前後動詞必須一致。</li><li><b>形容詞用法</b>：這個句型也適用於形容詞，例如「早ければ早いほどいい」（越早越好）。</li></ul>,❌ 動詞不一致：× 読めば見るほど（前後動詞應相同）❌ 助詞錯誤：「に」不可加在「ほど」後
形容詞ば形＋形容詞原形＋ほど,表示「越～越～」，用於形容詞，前後形容詞相同。<br><br>🧠 文法解析：<br><ul><li><div><b>家賃[やちん]は</b>：房租。</div></li><li><div><b>安[やす]ければ 安[やす]いほど</b></div><ul><li><div><b>安ければ</b>：い形容詞「安い」的假定形。</div></li><li><div><b>安いほど</b>：い形容詞「安い」的原形 + ほど。</div></li></ul></li><li><div><b>いいです。</b>：很好。</div></li></ul>,家賃[やちん]は 安[やす]ければ 安[やす]いほど いいです。,房租越便宜越好。<br><br>🧾 單字速記：<br><ul><li><b>家賃[やちん]</b>：房租</li><li><b>安[やす]い</b>：便宜的</li><li><b>〜ば〜ほど</b>：越...越...</li><li><b>いい</b>：好的</li></ul>,「安[やす]い」→「安[やす]ければ」是假定形。語感：價格越低越理想。<br><br>📝 語感補充：<br><ul><li><b>表達理想條件</b>：這個句型常用來表達「某個條件越...就越理想」的願望或評價。</div></li><li><b>な形容詞的用法</b>：な形容詞也可以用這個句型，形式為「（な形容詞）なら（な形容詞）なほど」。例如：「部屋は静かなら静かなほどいい」（房間越安靜越好）。</li></ul>,❌ 語法錯誤：× 安いほど安い（應接假定形）❌ 助詞誤用：「が」誤接在「安ければ」後
名詞＋（であれば）＋形容詞＋ほど,表示「越～越～」，用於名詞＋形容動詞句型。<br><br>🧠 文法解析：<br><ul><li><div><b> スマホは</b></div><ul><li><div><b> スマホ</b>：名詞，「智慧型手機」。</div></li><li><div><b>は</b>：提示助詞，設定話題。</div></li></ul></li><li><div><b> 操作[そうさ]が</b></div><ul><li><div><b> 操作[そうさ]</b>：名詞，「操作」。</div></li><li><div><b>が</b>：格助詞，標示狀態的主體。</div></li></ul></li><li><li><div><b> 簡単[かんたん]なほど</b></div><ul><li><div><b> 簡単[かんたん]</b>：な形容詞，「簡單」。</div></li><li><div><b>な</b>：接續助詞，用於連接な形容詞與「ほど」。</div></li><li><div><b>ほど</b>：副助詞，表示「越...越...」。</div></li></ul></li><li><div><b> いいです。</b></div><ul><li><div><b> いい</b>：い形容詞，「好」。</div></li><li><div><b>です</b>：禮貌體結尾。</div></li></ul></li></ul>, スマホは  操作[そうさ]が  簡単[かんたん]なほど  いいです。,智慧型手機操作越簡單越好。<br><br>🧾 單字速記：<br><ul><li><b> スマホ</b>：智慧型手機</li><li><b> 操作[そうさ]</b>：操作</li><li><b> 簡単[かんたん]</b>：簡單</li><li><b>ほど</b>：越...越...</li><li><b> いい</b>：好</li></ul>,「名詞＋なほど」表示「越～越～」，語感：條件越簡單越佳。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>AければAいほど</b>：適用於い形容詞，如「安ければ安いほど」。</li><li><b>Aなほど</b>：適用於な形容詞，如「簡単なほど」。</li></ul></li><li><b>使用場景</b>：常用於對功能、操作、設計的理想化描述。</li></ul>,❌ 文法錯誤：× 簡単ほどいい（應加「な」）❌ 語氣錯位：「もっと」不可與此句型並用
動詞ば形＋動詞原形＋ほど,表示「越～越～」，常用於情感、印象、感覺隨行為變化。<br><br>🧠 文法解析：<br><ul><li><div><b>あの 子[こ]は</b></div><ul><li><div><b>あの</b>：連體詞，「那個」。</div></li><li><div><b> 子[こ]</b>：名詞，「孩子」。</div></li><li><div><b>は</b>：提示助詞，設定話題。</div></li></ul></li><li><div><b> 見[み]れば</b></div><ul><li><div><b> 見[み]れば</b>：動詞「<b> 見[み]る</b>」的<b>ば形</b>。</div></li></ul></li><li><div><b> 見[み]るほど</b></div><ul><li><div><b> 見[み]る</b>：動詞「<b> 見[み]る</b>」的辭書形。</div></li><li><div><b>ほど</b>：副助詞，「越...越...」。</div></li></ul></li><li><div><b>かわいいと</b></div><ul><li><div><b>かわいい</b>：い形容詞，「可愛」。</div></li><li><div><b>と</b>：格助詞，表示思考內容的對象。</div></li></ul></li><li><div><b> 思[おも]う。</b></div><ul><li><div><b> 思[おも]う</b>：動詞「<b> 思[おも]う</b>」的辭書形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  見[み]る」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 見[み]る</td><td>看</td></tr><tr><td>否定</td><td> 見[み]ない</td><td>不看</td></tr><tr><td>過去</td><td> 見[み]た</td><td>看了</td></tr><tr><td>過去否定</td><td> 見[み]なかった</td><td>沒看過</td></tr><tr><td>て形</td><td> 見[み]て</td><td>看（後）</td></tr><tr><td>意向形</td><td> 見[み]よう</td><td>看吧</td></tr></tbody></table>,あの  子[こ]は  見[み]れば  見[み]るほど かわいいと  思[おも]う。,我覺得那個孩子越看越可愛。<br><br>🧾 單字速記：<br><ul><li><b>あの</b>：那個</li><li><b> 子[こ]</b>：孩子</li><li><b> 見[み]る</b>：看</li><li><b> 思[おも]う</b>：想、認為</li></ul>,「見[み]る」→「見[み]れば」表示「越看越～」，語感柔和，常用於感性表達。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜ば〜ほど</b>：強調比例增長。</li><li><b>〜につれて</b>：強調隨之而來的自然變化。</li></ul></li><li><b>使用場景</b>：形容對某人或某物隨時間、接觸次數增加而產生的深刻感受。</li></ul>,❌ 動詞時態錯誤：× 見たら見るほど（應用「ば」形）❌ 結構錯亂：× 見ればかわいいほど（順序錯誤）
動詞ば形＋動詞原形＋ほど,表示「越～越～」，用於動作隨頻率而進步的情況。<br><br>🧠 文法解析：<br><ul><li><div><b> 英語[えいご]は</b></div><ul><li><div><b> 英語[えいご]</b>：名詞，「英文」。</div></li><li><div><b>は</b>：提示助詞，設定話題。</div></li></ul></li><li><div><b> 練習[れんしゅう]すれば</b></div><ul><li><div><b> 練習[れんしゅう]すれば</b>：動詞「<b> 練習[れんしゅう]する</b>」的<b>ば形</b>。</div></li></ul></li><li><div><b>するほど</b></div><ul><li><div><b>する</b>：動詞「<b>する</b>」的辭書形。</div></li><li><div><b>ほど</b>：副助詞，「越...越...」。</div></li></ul></li><li><div><b> 上手[じょうず]に</b></div><ul><li><div><b> 上手[じょうず]</b>：な形容詞，「擅長」。</div></li><li><div><b>に</b>：助詞，將形容詞轉為副詞，修飾後方的動詞「なる」。</div></li></ul></li><li><div><b>なる。</b></div><ul><li><div><b>なる</b>：動詞「<b>なる</b>」（變得）的辭書形。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  練習[れんしゅう]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 練習[れんしゅう]する</td><td>練習</td></tr><tr><td>否定</td><td> 練習[れんしゅう]しない</td><td>不練習</td></tr><tr><td>過去</td><td> 練習[れんしゅう]した</td><td>練習了</td></tr><tr><td>過去否定</td><td> 練習[れんしゅう]しなかった</td><td>沒練習過</td></tr><tr><td>て形</td><td> 練習[れんしゅう]して</td><td>練習（後）</td></tr><tr><td>意向形</td><td> 練習[れんしゅう]しよう</td><td>練習吧</td></tr></tbody></table>, 英語[えいご]は  練習[れんしゅう]すればするほど  上手[じょうず]になる。,英文越練習越進步。<br><br>🧾 單字速記：<br><ul><li><b> 英語[えいご]</b>：英文</li><li><b> 練習[れんしゅう]する</b>：練習</li><li><b> 上手[じょうず]</b>：擅長、進步</li><li><b>なる</b>：變得</li></ul>,「練習する」→「練習すれば」；表示努力與結果的正向關係。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜ば〜ほど</b>：強調量變引發質變。</li><li><b>〜とともに</b>：伴隨著...同時發生。</li></ul></li><li><b>使用場景</b>：常用於勉勵他人或描述技能習得、學習進度。</li></ul>,❌ 用詞誤用：× 練習するとするほど（應為「すれば」）❌ 搭配錯誤：× 上手になりますほど（語法不通）
形容詞ば形＋形容詞原形＋ほど,表示「越～越～」，強調程度正向成長的傾向。<br><br>🧠 文法解析：<br><ul><li><div><b> 値段[ねだん]が</b></div><ul><li><div><b> 値段[ねだん]</b>：名詞，「價格」。</div></li><li><div><b>が</b>：格助詞，標示主語。</div></li></ul></li><li><div><b> 高[taka]ければ</b></div><ul><li><div><b> 高[taka]ければ</b>：い形容詞「<b> 高[taka]い</b>」的<b>ば形</b>。</div></li></ul></li><li><div><b> 高[taka]いほど、</b></div><ul><li><div><b> 高[taka]い</b>：い形容詞「<b> 高[taka]い</b>」的辭書形。</div></li><li><div><b>ほど</b>：副助詞，「越...越...」。</div></li></ul></li><li><div><b> 品物[しなもの]も</b></div><ul><li><div><b> 品物[しなもの]</b>：名詞，「物品、商品」。</div></li><li><div><b>も</b>：提示助詞，表示「也」。</div></li></ul></li><li><div><b>よくなる。</b></div><ul><li><div><b>よく</b>：い形容詞「いい」的連用形。</div></li><li><div><b>なる</b>：動詞「なる」的辭書形。</div></li></ul></li></ul>, 値段[ねだん]が  高[たか]ければ  高[たか]いほど、  品物[しなもの]も よくなる。,價格越高，東西也越好。<br><br>🧾 單字速記：<br><ul><li><b> 値段[ねだん]</b>：價格</li><li><b> 高[たか]い</b>：高的、貴的</li><li><b> 品物[しなもの]</b>：物品</li><li><b>いい</b>：好</li></ul>,「高[たか]い」→「高[たか]ければ」假定形。語感：品質與價格成正比。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>AければAいほど</b>：強調程度遞進。</li><li><b>Aにつれて</b>：較強調客觀的發展趨勢。</li></ul></li><li><b>使用場景</b>：描述市場規規律、品質保證或對某種比例關係的期待。</li></ul>,❌ 語法錯誤：× 高いほど高い（缺假定形）❌ 語義誤解：「ほど」此處非比較，而是程度遞增
動詞原形＋ほど,表示「越～越～」，強調隨行為或思考次數變化的結果。<br><br>🧠 文法解析：<br><ul><li><div><b>この 問題[もんだい]は</b></div><ul><li><div><b> 問題[もんだい]</b>：名詞，「問題」。</div></li><li><div><b>は</b>：提示助詞，設定話題。</div></li></ul></li><li><div><b> 複雜[ふくざつ]で、</b></div><ul><li><div><b> 複雜[ふくざつ]</b>：名詞，「複雜」。</div></li><li><div><b>で</b>：て形，表示原因或中頓。</div></li></ul></li><li><div><b> 考[かんが]えるほど</b></div><ul><li><div><b> 考[かんが]える</b>：動詞「<b> 考[かんが]える</b>」的辭書形。</div></li><li><div><b>ほど</b>：副助詞，「越...越...」。</div></li></ul></li><li><div><b>わからなくなる。</b></div><ul><li><div><b>わかる</b>：動詞，「懂、明白」。</div></li><li><div><b>なく</b>：否定形「ない」的連用形。</div></li><li><div><b>なる</b>：動詞，「變得」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  考[かんが]える」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 考[かんが]える</td><td>考慮、思考</td></tr><tr><td>否定</td><td> 考[かんが]えない</td><td>不考慮</td></tr><tr><td>過去</td><td> 考[かんが]えた</td><td>考慮了</td></tr><tr><td>過去否定</td><td> 考[かんが]えなかった</td><td>沒考慮過</td></tr><tr><td>て形</td><td> 考[かんが]えて</td><td>考慮（後）</td></tr><tr><td>意向形</td><td> 考[かんが]えよう</td><td>考慮吧</td></tr></tbody></table>,この  問題[もんだい]は  複雜[ふくざつ]で、 考[かんが]えるほど わからなくなる。,這個問題越想越不懂。<br><br>🧾 單字速記：<br><ul><li><b> 問題[もんだい]</b>：問題</li><li><b> 複雜[ふくざつ]</b>：複雜</li><li><b> 考[かんが]える</b>：思考</li><li><b>わかる</b>：明白</li></ul>,「〜ほど」在此表示「隨著思考次數增加，理解反而下降」。語感為「程度遞增導致結果變化」。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜ば〜ほど</b>：通常是完整形式。</li><li><b>動詞原形＋ほど</b>：較簡略，常用於強調行為本身帶來的影響。</li></ul></li><li><b>使用場景</b>：形容陷入僵局、困惑或某些難以理解的複雜狀況。</li></ul>,❌ 助詞錯誤：× 考えたほど（語意變為「沒有想像中～」）❌ 動詞混用：× 關鍵ば考えるほど（多餘助詞）
名詞＋に＋近[ちか]い＋ほど,表示「越～越～」，用於距離、程度等可量化的比較。<br><br>🧠 文法解析：<br><ul><li><div><b> アパートは</b></div><ul><li><div><b> アパート</b>：名詞，「公寓」。</div></li><li><div><b>は</b>：提示助詞，設定話題。</div></li></ul></li><li><div><b> 駅[えき]に</b></div><ul><li><div><b> 駅[えき]</b>：名詞，「車站」。</div></li><li><div><b>に</b>：格助詞，表示基準點。</div></li></ul></li><li><div><b> 近[ちか]いほど</b></div><ul><li><div><b> 近[ちか]い</b>：い形容詞，「近的」。</div></li><li><div><b>ほど</b>：副助詞，「越...」。</div></li></ul></li><li><div><b> 高[たか]いです。</b></div><ul><li><div><b> 高[たか]い</b>：い形容詞，「貴的」。</div></li><li><div><b>です</b>：禮貌體結尾。</div></li></ul></li></ul>, アパートは  駅[えき]に  近[ちか]いほど  高[たか]いです。,出租公寓離車站越近越貴。<br><br>🧾 單字速記：<br><ul><li><b> アパート</b>：公寓</li><li><b> 駅[えき]</b>：車站</li><li><b> 近[ちか]い</b>：近的</li><li><b> 高[たか]い</b>：貴的</li></ul>,「近いほど」表示「距離越短，價格越高」。常用於地理、距離、溫度、價格等。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜ば〜ほど</b>：可用於「近ければ近いほど」，意思相同但較長。</li><li><b>形容詞＋ほど</b>：較簡潔的用法。</li></ul></li><li><b>使用場景</b>：常用於描述租屋、旅行、房地產等與距離和成本相關的比例關係。</li></ul>,❌ 結構錯誤：× 駅が近いほど（主語誤配合）❌ 比較混亂：「もっと」不可與「ほど」並用
動詞副詞化＋学生＋ほど,表示「越是～的人，越～」，用於對比不同群體。<br><br>🧠 文法解析：<br><ul><li><div><b>よく</b></div><ul><li><div><b>よく</b>：副詞，「勤奮地、經常」。</div></li></ul></li><li><div><b> 勉強[べんきゅう]する</b></div><ul><li><div><b> 勉強[べんきゅう]する</b>：動詞，「學習」。</div></li></ul></li><li><div><b> 学生[がくせい]ほど</b></div><ul><li><div><b> 学生[がくせい]</b>：名詞，「學生」。</div></li><li><div><b>ほど</b>：副助詞，「越...（的人）」。</div></li></ul></li><li><div><b> 成績[せいせき]が</b></div><ul><li><div><b> 成績[せいせき]</b>：名詞，「成績」。</div></li><li><div><b>が</b>：格助詞，標示主語。</div></li></ul></li><li><div><b>いいです。</b></div><ul><li><div><b>いい</b>：い形容詞，「好」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  勉強[べんきゅう]する」為例 → <b>サ變動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 勉強[べんきゅう]する</td><td>學習</td></tr><tr><td>否定</td><td> 勉強[べんきゅう]しない</td><td>不學習</td></tr><tr><td>過去</td><td> 勉強[べんきゅう]した</td><td>學習了</td></tr><tr><td>過去否定</td><td> 勉強[べんきゅう]しなかった</td><td>沒學習過</td></tr><tr><td>て形</td><td> 勉強[べんきゅう]して</td><td>學習（後）</td></tr><tr><td>意向形</td><td> 勉強[べんきゅう]しよう</td><td>學習吧</td></tr></tbody></table>,よく  勉強[べんきゅう]する  学生[がくせい]ほど  成績[せいせき]が  いいです。,越是用功的學生成績越好。<br><br>🧾 單字速記：<br><ul><li><b> 勉強[べんきゅう]する</b>：學習</li><li><b> 学生[がくせい]</b>：學生</li><li><b> 成績[せいせき]</b>：成績</li><li><b>いい</b>：好</li></ul>,「よく勉強する学生ほど」＝「越認真學習的學生越優秀」。語感為「行為與結果正相關」。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>名詞＋ほど</b>：強調該類別的人表現越明顯。</li><li><b>〜ば〜ほど</b>：側重動作的重複與加深。</li></ul></li><li><b>使用場景</b>：用於提出一般性的規律、社會觀察或教育方面的論點。</li></ul>,❌ 結構誤：× よく勉強するほど學生（語序錯誤）❌ 意義誤：× 勉強したほど（語意變「學得越多越～」，語感不同）
動詞原形＋ほど,表示「隨著～而～」，多用於自然現象、程度變化。<br><br>🧠 文法解析：<br><ul><li><div><b> 山[やま]の 上[うえ]に</b></div><ul><li><div><b> 山[やま]</b>：名詞，「山」。</div></li><li><div><b> 上[うえ]</b>：名詞，「上面」。</div></li><li><div><b>に</b>：格助詞，表示移動的目的地。</div></li></ul></li><li><div><b> 登[のぼ]るほど</b></div><ul><li><div><b> 登[のぼ]る</b>：動詞「<b> 登[のぼ]る</b>」的辭書形。</div></li><li><div><b>ほど</b>：副助詞，「越...」。</div></li></ul></li><li><div><b> 気溫[きおん]が</b></div><ul><li><div><b> 気溫[きおん]</b>：名詞，「氣溫」。</div></li><li><div><b>が</b>：格助詞，標示主語。</div></li></ul></li><li><div><b> 低[ひく]くなる。</b></div><ul><li><div><b> 低[ひく]い</b>：い形容詞，「低的」。</div></li><li><div><b>なる</b>：動詞，「變得」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  登[のぼ]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 登[のぼ]る</td><td>攀爬</td></tr><tr><td>否定</td><td> 登[のぼ]らない</td><td>不攀爬</td></tr><tr><td>過去</td><td> 登[のぼ]った</td><td>攀爬了</td></tr><tr><td>過去否定</td><td> 登[のぼ]らなかった</td><td>沒攀爬過</td></tr><tr><td>て形</td><td> 登[のぼ]って</td><td>攀爬（後）</td></tr><tr><td>意向形</td><td> 登[のぼ]ろう</td><td>攀爬吧</td></tr></tbody></table>, 山[やま]の  上[うえ]に  登[のぼ]るほど  気溫[きおん]が  低[ひく]くなる。,越往山上爬氣溫越低。<br><br>🧾 單字速記：<br><ul><li><b> 山[やま]</b>：山</li><li><b> 登[のぼ]る</b>：爬</li><li><b> 気溫[きおん]</b>：氣溫</li><li><b> 低[ひく]い</b>：低</li></ul>,「〜ほど〜なる」常用於客觀變化現象，表示一方變化引起另一方變化。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜につれて</b>：側重變化的同步性。</li><li><b>〜ほど</b>：側重變化的程度比例。</li></ul></li><li><b>使用場景</b>：用於說明自然定律、物理現象或各種連鎖反應。</li></ul>,❌ 動詞時態錯：× 登ったほど（變成「登得越多」語意不同）❌ 結構誤：× 登ればほど（不搭配）
名詞＋になる＋ほど,表示「越～越～」，多用於人、狀況的變化，帶主觀評價。<br><br>🧠 文法解析：<br><ul><li><div><b> 人[ひと]は</b></div><ul><li><div><b> 人[ひと]</b>：名詞，「人」。</div></li><li><div><b>は</b>：提示助詞，設定話題。</div></li></ul></li><li><div><b> 金持[かねも]ちに</b></div><ul><li><div><b> 金持[かねも]ち</b>：名詞，「有錢人」。</div></li><li><div><b>に</b>：助詞，用於「なる」的前面。</div></li></ul></li><li><div><b>なるほど</b></div><ul><li><div><b>なる</b>：動詞「<b>なる</b>」的辭書形。</div></li><li><div><b>ほど</b>：副助詞，「越...」。</div></li></ul></li><li><div><b>けちになる</b></div><ul><li><div><b>けち</b>：名詞/な形容詞，「吝嗇、小氣」。</div></li><li><div><b>なる</b>：動詞，「變得」。</div></li></ul></li><li><div><b>ものだ。</b></div><ul><li><div><b>ものだ</b>：表示理所當然、社會常識或感嘆。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  なる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td>なる</td><td>變得</td></tr><tr><td>否定</td><td>ならない</td><td>不變得</td></tr><tr><td>過去</td><td>なった</td><td>變得了</td></tr><tr><td>過去否定</td><td>ならなかった</td><td>沒變過</td></tr><tr><td>て形</td><td>なって</td><td>變（後）</td></tr><tr><td>意向形</td><td>なろう</td><td>變吧</td></tr></tbody></table>, 人[ひと]は  金持[かねも]ちになるほど けちになるものだ。,人越有錢就越小氣。<br><br>🧾 單字速記：<br><ul><li><b> 人[ひと]</b>：人</li><li><b> 金持[かねも]ち</b>：有錢人</li><li><b>けち</b>：吝嗇、小氣</li><li><b>ものだ</b>：理應、（感慨）</li></ul>,「〜ほど〜だ」可搭配「ものだ」表一般觀察或感慨。<br><br>📝 語感補充：<br><ul><li><b>相似文法對比</b><ul><li><b>〜ば〜ほど</b>：可用「金持ちになればなるほど」，語氣較正式。</li><li><b>〜ほど</b>：較簡練。</li></ul></li><li><b>使用場景</b>：常用於發表對人生、社會現象的見解或帶有偏見、感嘆的評價。</li></ul>,❌ 語感錯置：× けちになりますほど（語法不自然）❌ 結構錯誤：「に」不可省略於「なる」之前
