Pattern,Explanation,Example Sentence,Example Translation,Additional Notes,Pitfalls
名詞＋だっけ,更口語的確認方式。語氣更隨意。<br><br>🧠 文法解析：<br><ul><li><div><b> この 本[ほん]、</b></div><ul><li><div><b> 本</b>：書。</div></li></ul></li><li><div><b> あなたの だっけ？</b></div><ul><li><div><b> あなたの</b>：你的（東西）。</div></li><li><div><b> だっけ</b>：是嗎？（回想/確認）。</div></li></ul></li></ul>,この本（ほん）、あなたの だっけ？,這本書是你的嗎？<br><br>🧾 單字速記：<br><ul><li><b> だっけ</b>：是...嗎？(口語確認)</li></ul>,「だっけ」比「だったっけ」更輕鬆日常。<br><br>📝 語感補充：<br><ul><li><b>隨性的確認</b>：通常用於平輩或晚輩之間，帶有一種「我記得好像是這樣，對不對？」的輕鬆求證感。</li><li><b>使用場景</b>：物品所有權確認、朋友間的對話。</li></ul>,❌ 不適合用於目上人士。
動詞普通形＋っけ,表示「我是不是做過？」「是不是說過？」<br><br>🧠 文法解析：<br><ul><li><div><b> この こと、</b></div><ul><li><div><b> こと</b>：事情。</div></li></ul></li><li><div><b> もう 話[はな]しました っけ。</b></div><ul><li><div><b> 話[はな]す</b>：動詞，「說、講」。</div></li><li><div><b> 話[はな]しました</b>：ます形過去。</div></li><li><div><b> っけ</b>：表示對自己行為的確認。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  話[はな]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 話[はな]す</td><td>說</td></tr><tr><td>否定</td><td> 話[はな]さない</td><td>不說</td></tr><tr><td>過去</td><td> 話[はな]した</td><td>說了</td></tr><tr><td>過去否定</td><td> 話[はな]さなかった</td><td>沒說過</td></tr><tr><td>て形</td><td> 話[はな]して</td><td>說（後）</td></tr><tr><td><b>確認形</b></td><td><b> 話しましたっけ</b></td><td><b>說過了嗎？</b></td></tr></tbody></table>,このこと、もう 話（はな）しました っけ。,這件事，我說過了嗎？<br><br>🧾 單字速記：<br><ul><li><b> 話[はな]しました っけ</b>：說過了嗎？(自我確認)</li></ul>,動詞接「っけ」→更強的口語確認。<br><br>📝 語感補充：<br><ul><li><b>自我行為的懷疑</b>：這不是在問對方知不知道，而是在問對方「我有沒有對你做過這個動作？」。展現出一種對自己記憶不太確定的謙虛感。</li><li><b>使用場景</b>：會議中的重複確認、社交場合的開場白（避免重複話題）。</li></ul>,❌ 動詞不能接「だったっけ」。
名詞＋だったっけ,用來想起遺忘的數字、金額。<br><br>🧠 文法解析：<br><ul><li><div><b> それ、</b></div><ul><li><div><b> それ</b>：那個。</div></li></ul></li><li><div><b> いくら だったっけ。</b></div><ul><li><div><b> いくら</b>：多少錢。</div></li><li><div><b> だった</b>：是。</div></li><li><div><b> っけ</b>：是什麼來著？</div></li></ul></li></ul>,それ、いくら だったっけ。,那個多少錢來着？<br><br>🧾 單字速記：<br><ul><li><b> いくら</b>：多少錢</li><li><b> だったっけ</b>：是什麼來著？(回想)</li></ul>,常用於購物、討論金額。<br><br>📝 語感補充：<br><ul><li><b>對數據的回溯</b>：當具體的數值在腦中模糊時，以此句型向同伴尋求共鳴與解答。語氣非常自然且具備互動性。</li><li><b>使用場景</b>：結帳後回憶價格、討論預算、回想統計數據。</li></ul>,❌ 不要用敬語形式，語感怪。
名詞＋だっけ,想不太起來時的自然反應。<br><br>🧠 文法解析：<br><ul><li><div><b> テストは</b></div><ul><li><div><b> テスト</b>：考試。</div></li></ul></li><li><div><b> いつから だっけ。</b></div><ul><li><div><b> いつから</b>：從什麼時候開始。</div></li><li><div><b> だっけ</b>：是嗎？(回想)。</div></li></ul></li></ul>,テストは いつから だっけ。,考試是什麼時候開始來着？<br><br>🧾 單字速記：<br><ul><li><b> いつから</b>：從什麼時候開始</li><li><b> だっけ</b>：是...嗎？(口語)</li></ul>,適合自言自語或朋友之間。<br><br>📝 語感補充：<br><ul><li><b>時空的模糊感</b>：用於確認時間點、起始點等關鍵座標。語氣放鬆，表現出一種「我好像知道但又不確定」的日常困惑。</li><li><b>使用場景</b>：學生生活、活動參與、行程確認。</li></ul>,❌ 不適用於正式的公告或文書。
名詞＋みたい,表示「像……一樣」，帶有比喻、直覺上的感覺。<br><br>🧠 文法解析：<br><ul><li><div><b> あの 人は</b></div><ul><li><div><b> あの 人</b>：那個人。</div></li></ul></li><li><div><b> どうやら</b></div><ul><li><div><b> どうやら</b>：副詞，「總覺得、看樣子」。</div></li></ul></li><li><div><b> 日本人[にほんじん] みたい です。</b></div><ul><li><div><b> 日本人</b>：日本人。</div></li><li><div><b> みたい</b>：助動詞，「好像」。</div></li><li><div><b> です</b>：禮貌體。</div></li></ul></li></ul>,あの人はどうやら日本人 みたい です。,總覺得那個人好像是日本人。<br><br>🧾 單字速記：<br><ul><li><b> どうやら</b>：看樣子</li><li><b> 日本人[にほんじん]</b>：日本人</li><li><b> みたい</b>：好像</li></ul>,語氣柔和，用於主觀推測。<br><br>📝 語感補充：<br><ul><li><b>直覺性的判斷</b>：比起基於邏輯推論的「ようだ」，「みたい」更側重於從視覺、聽覺等感官獲得的第一直覺。語氣親切且具備口語感。</li><li><b>使用場景</b>：初次見面的印象、對未知事物的猜測、日常生活中的判斷。</li></ul>,❌ 不如「ようだ」正式。
名詞＋みたい（比喻）,表示「很像～」「彷彿是～」。<br><br>🧠 文法解析：<br><ul><li><div><b> あそこに</b></div><ul><li><div><b> あそこ</b>：在那裡。</div></li></ul></li><li><div><b> お寺[てら] みたい な</b></div><ul><li><div><b> お寺</b>：寺廟。</div></li><li><div><b> みたい な</b>：像...一樣的（修飾名詞）。</div></li></ul></li><li><div><b> 建物[たてもの] が ある。</b></div><ul><li><div><b> 建物</b>：建築物。</div></li><li><div><b> ある</b>：有。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  ある」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> ある</td><td>有</td></tr><tr><td>否定</td><td> ない</td><td>沒有</td></tr><tr><td>過去</td><td> あった</td><td>有了</td></tr><tr><td>過去否定</td><td> なかった</td><td>沒過</td></tr><tr><td>て形</td><td> あって</td><td>有（後）</td></tr><tr><td>意向形</td><td> あろう</td><td>有吧</td></tr></tbody></table>,あそこにお寺 みたい な建物がある。,那裡有一座像寺廟的建築。<br><br>🧾 單字速記：<br><ul><li><b> お寺[てら]</b>：寺廟</li><li><b> 建物[たてもの]</b>：建築物</li></ul>,後面可接「みたいな＋名詞」。<br><br>📝 語感補充：<br><ul><li><b>外觀的相似性</b>：強調視覺上的重疊感。說話者認為該建築具備了寺廟的典型特徵，以此來向對方傳達視覺印象。</li><li><b>使用場景</b>：旅遊解說、描述環境、分享視覺見聞。</li></ul>,—
名詞＋みたいです（比喻＋強烈相似）,用來表達外觀或行為「就像～」。<br><br>🧠 文法解析：<br><ul><li><div><b> 這個 ロボット、</b></div><ul><li><div><b> ロボット</b>：機器人。</div></li></ul></li><li><div><b> 本物[ほんもの]の 犬[いぬ] みたい です。</b></div><ul><li><div><b> 本物</b>：真品、真正的。</div></li><li><div><b> 犬</b>：狗。</div></li><li><div><b> みたい です</b>：好像。</div></li></ul></li></ul>,このロボット、本物の犬 みたい です。,這台機器狗，好像真的狗一樣。<br><br>🧾 單字速記：<br><ul><li><b> 本物[ほんもの]</b>：真正的</li><li><b> ロボット</b>：機器人</li></ul>,可加強語感如「まるで〜みたい」。<br><br>📝 語感補充：<br><ul><li><b>栩栩如生的描寫</b>：強調相似程度極高，幾乎可以亂真。這是一種高度的讚美或對技術精湛的感嘆。</li><li><b>使用場景</b>：科技產品評論、表演藝術評價、日常驚喜分享。</li></ul>,—
まるで＋名詞＋みたい,加強比喻效果：「簡直像～」。<br><br>🧠 文法解析：<br><ul><li><div><b> あの 男の子[おとこのこ]は</b></div><ul><li><div><b> 男の子</b>：小男孩。</div></li></ul></li><li><div><b> かわいくて、</b></div><ul><li><div><b> かわいい</b>：可愛。</div></li><li><div><b>て形</b>：連接。</div></li></ul></li><li><div><b> まるで 女の子[おんなのこ] みたい です。</b></div><ul><li><div><b> まるで</b>：副詞，「簡直、宛如」。</div></li><li><div><b> 女の子</b>：小女孩。</div></li><li><div><b> みたい</b>：好像。</div></li></ul></li></ul>,あの男の子はかわいくて、まるで女の子 みたい です。,那個男孩很可愛，好像小女生。<br><br>🧾 單字速記：<br><ul><li><b> まるで</b>：簡直</li><li><b> 女の子[おんなのこ]</b>：小女孩</li></ul>,用於誇張或生動比喻。<br><br>📝 語感補充：<br><ul><li><b>極致的比擬</b>：加上「まるで」能極大化比喻的鮮明度，傳達出一種超越現實的驚艷或誇張感。語氣充滿讚嘆。</li><li><b>使用場景</b>：文學描寫、誇獎他人、生動的敘事。</li></ul>,—
名詞＋みたいに＋形容詞／動作,表示「像～那樣地……」。<br><br>🧠 文法解析：<br><ul><li><div><b> この 間[あいだ]、</b></div><ul><li><div><b> この 間</b>：前陣子。</div></li></ul></li><li><div><b> 公園[こうえん]の 近くで</b></div><ul><li><div><b> 近く</b>：附近。</div></li></ul></li><li><div><b> 馬[うま] みたいに</b></div><ul><li><div><b> 馬</b>：馬。</div></li><li><div><b> みたいに</b>：像...那樣地（副詞形）。</div></li></ul></li><li><div><b> 大[おお]きな 犬[いぬ]を 見[み]た。</b></div><ul><li><div><b> 大[おお]きな</b>：大的。</div></li><li><div><b> 見[み]た</b>：看見了。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  見[み]る」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 見[み]る</td><td>看</td></tr><tr><td>否定</td><td> 見[み]ない</td><td>不看</td></tr><tr><td>過去</td><td> 見[み]た</td><td>看了</td></tr><tr><td>過去否定</td><td> 見[み]なかった</td><td>沒看過</td></tr><tr><td>て形</td><td> 見[み]て</td><td>看（後）</td></tr><tr><td>意向形</td><td> 見[み]よう</td><td>看吧</td></tr></tbody></table>,この間、公園の近くで馬 みたいに 大きな犬を見た。,前陣子看到一隻像馬一樣大的狗。<br><br>🧾 單字速記：<br><ul><li><b> 馬[うま]</b>：馬</li><li><b> みたいに</b>：像...那樣地</li></ul>,用於「程度比喻」。<br><br>📝 語感補充：<br><ul><li><b>程度的誇張描寫</b>：透過將對象（犬）與另一個不同範疇但特徵鮮明的事物（馬）連結，來強調該特徵（大）的極端程度。這是一種極具畫面感的修辭。</li><li><b>使用場景</b>：分享奇聞軼事、生動地描述事物。</li></ul>,—
名詞＋みたいな＋名詞,表示外觀形狀像某物。<br><br>🧠 文法解析：<br><ul><li><div><b> 沖縄[おきなわ]には</b></div><ul><li><div><b> 沖縄</b>：沖繩。</div></li></ul></li><li><div><b> 星[ほし] みたいな 形[かたち]を した</b></div><ul><li><div><b> 星[ほし]</b>：星星。</div></li><li><div><b> みたいな</b>：像...一樣的。</div></li><li><div><b> 形[かたち]を する</b>：具有...的形狀。</div></li></ul></li><li><div><b> 砂[すな]が ある ビーチが あるそうだ。</b></div><ul><li><div><b> 砂[すな]</b>：沙子。</div></li><li><div><b> ある</b>：有。</div></li><li><div><b> ビーチ</b>：海灘。</div></li><li><div><b> そうだ</b>：聽說。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  ある」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> ある</td><td>有</td></tr><tr><td>否定</td><td> ない</td><td>沒有</td></tr><tr><td>過去</td><td> あった</td><td>有了</td></tr><tr><td>過去否定</td><td> なかった</td><td>沒過</td></tr><tr><td>て形</td><td> あって</td><td>有（後）</td></tr><tr><td>意向形</td><td> あろう</td><td>有吧</td></tr></tbody></table>,沖縄には星 みたいな 形をした砂があるビーチがあるそうだ。,聽說沖繩有星形沙子的海灘。<br><br>🧾 單字速記：<br><ul><li><b> 星[ほし]</b>：星星</li><li><b> 形[かたち]を する</b>：具有...形狀</li><li><b> ビーチ</b>：海灘</li></ul>,常和「形をした」一起使用。<br><br>📝 語感補充：<br><ul><li><b>形狀的生動比擬</b>：透過「みたいな」將抽象或不常見的形狀與大眾熟知的事物連結，讓聽者能立即在腦中勾勒出畫面。</li><li><b>使用場景</b>：旅遊介紹、自然地理說明、描述奇特物品。</li></ul>,—
動詞ます形＋そうもない,表示「看起來不會〜」「幾乎不可能〜」。語氣比「〜なさそう」更強烈。<br><br>🧠 文法解析：<br><ul><li><div><b> 這個 雨[あめ]は</b></div><ul><li><div><b> 雨</b>：雨。</div></li></ul></li><li><div><b> 上[あ]がりそうも ありません。</b></div><ul><li><div><b> 上[あ]がる</b>：動詞，「（雨）停、停止」。</div></li><li><div><b> 上[あ]がりそう</b>：看起來快要停。</div></li><li><div><b>そうも ない</b>：一點也沒有要...的樣子。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  上[あ]がる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 上[あ]がる</td><td>停</td></tr><tr><td>否定</td><td> 上[あ]がらない</td><td>不停</td></tr><tr><td>過去</td><td> 上[あ]がった</td><td>停了</td></tr><tr><td>過去否定</td><td> 上[あ]がらなかった</td><td>沒停過</td></tr><tr><td>て形</td><td> 上[あ]がって</td><td>停（後）</td></tr><tr><td><b>推測否定形</b></td><td><b> 上[あ]がりそうもない</b></td><td><b>看起來停不了</b></td></tr></tbody></table>,この雨は上がりそうもありません。,這場雨看起來不會停。<br><br>🧾 單字速記：<br><ul><li><b> 雨[あめ]が 上[あ]がる</b>：雨停</li><li><b> そうも ありません</b>：完全不像會...</li></ul>,多用於對未來狀態的否定推測。<br><br>📝 語感補充：<br><ul><li><b>絕望或強烈否定的推測</b>：使用「そうもない」表達出一種「我看是絕對不會發生了」的強烈預感。比「〜なさそうだ」更具主觀的斷定感。</li><li><b>使用場景</b>：天氣觀察、困境中的感嘆、對事情進展的悲觀預期。</li></ul>,❌ 不能用於形容詞（如 寒いそうもない ✖）。
動詞ます形＋そうもない,表示事情遲遲不開始、不可能開始。<br><br>🧠 文法解析：<br><ul><li><div><b> 会議[かいぎ]は</b></div><ul><li><div><b> 会議</b>：會議。</div></li></ul></li><li><div><b> まだ</b></div><ul><li><div><b> まだ</b>：還（沒）。</div></li></ul></li><li><div><b> 始[はじ]まり そうもない。</b></div><ul><li><div><b> 始[はじ]まる</b>：動詞，「開始」。</div></li><li><div><b> 始[はじ]まり そう</b>：看起來要開始。</div></li><li><div><b> そうもない</b>：一點也沒有要...的樣子。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  始[はじ]まる」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 始[はじ]まる</td><td>開始</td></tr><tr><td>否定</td><td> 始[はじ]まらない</td><td>不開始</td></tr><tr><td>過去</td><td> 始[はじ]まった</td><td>開始了</td></tr><tr><td>過去否定</td><td> 始[はじ]まらなかった</td><td>沒開始過</td></tr><tr><td>て形</td><td> 始[はじ]まって</td><td>開始（後）</td></tr><tr><td><b>推測否定形</b></td><td><b> 始[はじ]まりそうもない</b></td><td><b>看起來開始不了</b></td></tr></tbody></table>,会議はまだ始まりそうもない。,會議看起來還沒要開始。<br><br>🧾 單字速記：<br><ul><li><b> 会議[かいぎ]</b>：會議</li><li><b> 始[はじ]まりそうもない</b>：看起來還不會開始</li></ul>,常見於活動、事件的開始延後情境。<br><br>📝 語感補充：<br><ul><li><b>對現狀的焦躁或觀察</b>：當時間已經過了預定，但現場卻完全沒有要開始的跡象時，用來表達這種「毫無進展」的感覺。</li><li><b>使用場景</b>：等待會議、表演延誤、事情卡關時。</li></ul>,❌ 不等於「まだ始まらなかった」。
動詞ます形＋そうもない,表示「看起來來不及」「做不到」。<br><br>🧠 文法解析：<br><ul><li><div><b> まだ 仕事[しごと]が 残[のこ]って いるので、</b></div><ul><li><div><b> 残[のこ]る</b>：殘留、剩。</div></li><li><div><b>ので</b>：原因。</div></li></ul></li><li><div><b> ８時までに</b></div><ul><li><div><b> までに</b>：在此之前（期限）。</div></li></ul></li><li><div><b> 帰[かえ]れ そうもない。</b></div><ul><li><div><b> 帰[かえ]る</b>：回。</div></li><li><div><b> 帰[かえ]れる</b>：可能形。</div></li><li><div><b> そうもない</b>：一點也沒有要...的樣子。</div></li></ul></ul><br><br>📘 動詞補充（以「  帰[かえ]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 帰[かえ]る</td><td>回</td></tr><tr><td>否定</td><td> 帰[かえ]らない</td><td>不回</td></tr><tr><td>過去</td><td> 帰[かえ]った</td><td>回了</td></tr><tr><td>過去否定</td><td> 帰[かえ]らなかった</td><td>沒回過</td></tr><tr><td>て形</td><td> 帰[かえ]って</td><td>回（後）</td></tr><tr><td><b>可能推測否定形</b></td><td><b> 帰[かえ]れそうもない</b></td><td><b>看起來回不了</b></td></tr></table>,まだ仕事が残っているので、８時までに帰れそうもない。,還有工作沒做完，所以 8 點前回不了。<br><br>🧾 單字速記：<br><ul><li><b> 残[のこ]っている</b>：還剩下</li><li><b> 帰[かえ]れそうもない</b>：看起來無法回家</li></ul>,接可能動詞（帰れる）時不變化，直接接「そうもない」。<br><br>📝 語感補充：<br><ul><li><b>對能力或時限的悲觀判斷</b>：在分析現狀後，得出「即便努力也無法達成目標」的結論。比起「歸れません」，更強調一種對整個局勢的觀察與預感。</li><li><b>使用場景</b>：職場回報進度、告知家人晚歸。</li></ul>,易誤用為「帰らなさそう」→語氣較弱。
動詞ます形＋そうもない,表示期限內難以達成。<br><br>🧠 文法解析：<br><ul><li><div><b> レポートは</b></div><ul><li><div><b> レポート</b>：報告。</div></li></ul></li><li><div><b> 来週[らいしゅう] までには</b></div><ul><li><div><b> までに</b>：在此之前（期限）。</div></li></ul></li><li><div><b> でき そうも ありません。</b></div><ul><li><div><b> できる</b>：完成。</div></li><li><div><b> そうも ありません</b>：完全沒有要...的樣子（敬體）。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  できる」為例 → <b>上一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> できる</td><td>完成、會</td></tr><tr><td>否定</td><td> できない</td><td>不完成</td></tr><tr><td>過去</td><td> できた</td><td>完成了</td></tr><tr><td>過去否定</td><td> できなかった</td><td>沒完成過</td></tr><tr><td>て形</td><td> できて</td><td>完成（後）</td></tr><tr><td><b>推測否定形</b></td><td><b> できそうもない</b></td><td><b>看起來完成不了</b></td></tr></tbody></table>,レポートは来週までにはできそうもありません。,報告看起來下週前無法完成。<br><br>🧾 單字速記：<br><ul><li><b> レポート</b>：報告</li><li><b> できそうもありません</b>：看起來無法完成</li></ul>,書面語強烈否定可能性。<br><br>📝 語感補充：<br><ul><li><b>正式的困難說明</b>：使用「そうもありません」展現出一種專業且慎重的態度，明確告知對方目前的進度堪憂，且「絕非易事」。</li><li><b>使用場景</b>：學術進度匯報、公務期限討論、資源評估。</li></ul>,與「できそうにない」相比語氣更強。
動詞ます形＋そうもない,表示至少到某時間前都不會發生。<br><br>🧠 文法解析：<br><ul><li><div><b> 雨[あめ]は</b></div><ul><li><div><b> 雨</b>：雨。</div></li></ul></li><li><div><b> 明日[あした]までに</b></div><ul><li><div><b> 明日</b>：明天。</div></li><li><div><b> までに</b>：在此之前（期限）。</div></li></ul></li><li><div><b> 止[や]み そうもない。</b></div><ul><li><div><b> 止[や]む</b>：動詞，「（雨/雪）停」。</div></li><li><div><b> 止[や]み そう</b>：看起來要停。</div></li><li><div><b> そうもない</b>：一點也沒有要...的樣子。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  止[や]む」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 止[や]む</td><td>停</td></tr><tr><td>否定</td><td> 止[や]まない</td><td>不停</td></tr><tr><td>過去</td><td> 止[や]んだ</td><td>停了</td></tr><tr><td>過去否定</td><td> 止[や]まなかった</td><td>沒停過</td></tr><tr><td>て形</td><td> 止[や]んで</td><td>停（後）</td></tr><tr><td><b>推測否定形</b></td><td><b> 止[や]みそうもない</b></td><td><b>看起來停不了</b></td></tr></tbody></table>,雨は明日までに止みそうもない。,雨看起來明天之前不會停。<br><br>🧾 單字速記：<br><ul><li><b> 止[や]む</b>：雨停</li><li><b> 止[や]みそうもない</b>：看起來停不了</li></ul>,常與「までに」搭配用。<br><br>📝 語感補充：<br><ul><li><b>對自然現象的強烈否定</b>：強調說話者觀察天候後，對於「天晴」這件事感到極度悲觀。這種語氣帶有一種與自然對抗的無力感。</li><li><b>使用場景</b>：野外活動安排、氣象討論。</li></ul>,不可誤用 止まそうもない。
動詞ます形＋そうもない,表示銷售上不樂觀，不太可能賣出。<br><br>🧠 文法解析：<br><ul><li><div><b> その 雑誌[ざっし]は</b></div><ul><li><div><b> 雑誌[ざっし]</b>：雜誌。</div></li></ul></li><li><div><b> 売[う]れ そうもない。</b></div><ul><li><div><b> 売[う]れる</b>：動詞，「賣得掉（自動詞）」。</div></li><li><div><b> 売[う]れ そう</b>：看起來賣得掉。</div></li><li><div><b> そうもない</b>：一點也沒有要...的樣子。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  売[う]れる」為例 → <b>下一段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 売[う]れる</td><td>賣得掉</td></tr><tr><td>否定</td><td> 売[う]れない</td><td>賣不掉</td></tr><tr><td>過去</td><td> 売[う]れた</td><td>賣掉了</td></tr><tr><td>過去否定</td><td> 売[う]れなかった</td><td>沒賣掉過</td></tr><tr><td>て形</td><td> 売[う]れて</td><td>賣掉（後）</td></tr><tr><td><b>推測否定形</b></td><td><b> 売[う]れそうもない</b></td><td><b>看起來賣不掉</b></td></tr></tbody></table>,その雑誌は売れそうもない。,那本雜誌看起來賣不好。<br><br>🧾 單字速記：<br><ul><li><b> 売[う]れる</b>：賣得掉</li><li><b> 売[う]れそうもない</b>：看起來賣不掉</li></ul>,商業語氣常用於預測銷售狀況。<br><br>📝 語感補充：<br><ul><li><b>市場的冷峻判斷</b>：使用自動詞可能形「売れる」搭配「そうもない」，展現出對於商品市場魅力的否定判斷。這是在商業環境中非常直接、客觀的評估。</li><li><b>使用場景</b>：市場行銷會議、書店觀察、商品開發評估。</li></ul>,注意是「売れ（可能・自動詞）」不是「売りそうもない」。
動詞辞書形＋べきだ,表示「應該〜」，帶有說話者的強烈主張或一般常識性規範。<br><br>🧠 文法解析：<br><ul><li><div><b> 規則[きそく]は</b></div><ul><li><div><b> 規則[きそく]</b>：規則。</div></li></ul></li><li><div><b> 守[まも]る べきだ。</b></div><ul><li><div><b> 守[まも]る</b>：動詞，「遵守」。</div></li><li><div><b> べきだ</b>：助動詞，「應該」。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  守[まも]る」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 守[まも]る</td><td>遵守</td></tr><tr><td>否定</td><td> 守[まも]らない</td><td>不遵守</td></tr><tr><td>過去</td><td> 守[まも]った</td><td>遵守了</td></tr><tr><td>過去否定</td><td> 守[まも]らなかった</td><td>沒遵守過</td></tr><tr><td>て形</td><td> 守[まも]って</td><td>遵守（後）</td></tr><tr><td>意向形</td><td> 守[まも]ろう</td><td>遵守吧</td></tr></tbody></table>,規則[きそく]は守[まも]るべきだ。,應該遵守規則！<br><br>🧾 單字速記：<br><ul><li><b> 規則[きそく]</b>：規則</li><li><b> 守[まも]る べきだ</b>：應該遵守</li></ul>,常用於原則性事情，如規則、義務、基本道德。<br><br>📝 語感補充：<br><ul><li><b>道德的制高點</b>：這不僅是建議，更是一種基於社會常識或正義的「義務宣告」。語氣非常強硬且具批判性。</li><li><b>使用場景</b>：正義感的展現、對不法行為的譴責、法律教育。</li></ul>,⚠ 語氣比「〜ほうがいい」更強，不適合用於長輩或上司身上。
動詞辞書形＋べきだ,表示基於道義或常識的「應該」。<br><br>🧠 文法解析：<br><ul><li><div><b> 借[か]りた お金[かね]は</b></div><ul><li><div><b> 借[か]りる</b>：借入。</div></li><li><div><b> お金</b>：錢。</div></li></ul></li><li><div><b> 返[かえ]す べきだ。</b></div><ul><li><div><b> 返[かえ]す</b>：動詞，「歸還」。</div></li><li><div><b> べきだ</b>：應該。</div></li></ul></li></ul><br><br>📘 動詞補充（以「  返[かえ]す」為例 → <b>五段動詞</b>）<br><table><tbody><tr><td>變化</td><td>動詞普通形</td><td>說明</td></tr><tr><td>肯定（現在・未來）</td><td> 返[かえ]す</td><td>歸還</td></tr><tr><td>否定</td><td> 返[かえ]さない</td><td>不歸還</td></tr><tr><td>過去</td><td> 返[かえ]した</td><td>歸還了</td></tr><tr><td>過去否定</td><td> 返[かえ]さなかった</td><td>沒歸還過</td></tr><tr><td>て形</td><td> 返[かえ]して</td><td>歸還（後）</td></tr><tr><td>意向形</td><td> 返[かえ]そう</td><td>歸還吧</td></tr></tbody></table>,借[か]りたお金[かね]は返[かえ]すべきだ。,借的錢應該要還。<br><br>🧾 單字速記：<br><ul><li><b> 借[か]りる</b>：借入</li><li><b> 返[かえ]す べきだ</b>：應該歸還</li></ul>,用於道德義務最自然。<br><br>📝 語感補充：<br><ul><li><b>普世價值的強調</b>：這是一個不需要討論就能成立的真理（有借有還）。使用「べきだ」將這一行為定義為身為人的基本準則。</li><li><b>使用場景</b>：道德勸誡、人際衝突的調解、對責任的強調。</li></ul>,❌ 不可用於自己的願望（如「日本へ行くべきだ」語氣不自然）。
